platform,page_type,url,source_url,city,keyword
ncss_jobs,detail,https://www.ncss.cn/student/jobs/SLE3fhQApnPi4CNL2GahBR/detail.html,https://www.ncss.cn/student/jobs/index.html,上海,Python
ncss_jobs,detail,https://www.ncss.cn/student/jobs/NyEAvCYHXcH9rJha6ZncE/detail.html,https://www.ncss.cn/student/jobs/index.html,上海,产品经理
ncss_jobs,detail,https://www.ncss.cn/student/jobs/DMAwBWopUGMDcYpfpbidBE/detail.html,https://www.ncss.cn/student/jobs/index.html,上海,会计
ncss_jobs,detail,https://www.ncss.cn/student/jobs/Wy9dWQfTdDn5Nmdd9b9Ji1/detail.html,https://www.ncss.cn/student/jobs/index.html,上海,数据分析
ncss_jobs,detail,https://www.ncss.cn/student/jobs/2CdJqhc6JESGecCvk5UzE1/detail.html,https://www.ncss.cn/student/jobs/index.html,上海,行政
ncss_jobs,detail,https://www.ncss.cn/student/jobs/X3zHEunCPcv27X4gF65yFs/detail.html,https://www.ncss.cn/student/jobs/index.html,上海,运营
ncss_jobs,detail,https://www.ncss.cn/student/jobs/PT5aEZ6uJtqN8TGbfCUhjZ/detail.html,https://www.ncss.cn/student/jobs/index.html,北京,Python
ncss_jobs,detail,https://www.ncss.cn/student/jobs/YBAX2BtrXe12XrzcMNL7CF/detail.html,https://www.ncss.cn/student/jobs/index.html,北京,产品经理
ncss_jobs,detail,https://www.ncss.cn/student/jobs/QvqXFHuQEvD7nHD6CQeoCW/detail.html,https://www.ncss.cn/student/jobs/index.html,北京,会计
ncss_jobs,detail,https://www.ncss.cn/student/jobs/YAjL3wvp9KJ8kzd2756Sgz/detail.html,https://www.ncss.cn/student/jobs/index.html,北京,数据分析
ncss_jobs,detail,https://www.ncss.cn/student/jobs/MFT9dRu6hYLDaKqu3kUMtJ/detail.html,https://www.ncss.cn/student/jobs/index.html,北京,行政
ncss_jobs,detail,https://www.ncss.cn/student/jobs/WEAX3CTVx6rFmzYBg2R4Ko/detail.html,https://www.ncss.cn/student/jobs/index.html,北京,运营
ncss_jobs,detail,https://www.ncss.cn/student/jobs/F63pzNkxLaheLBaKP9bgJJ/detail.html,https://www.ncss.cn/student/jobs/index.html,广州,Python
ncss_jobs,detail,https://www.ncss.cn/student/jobs/EyQTQfqCXtEgVrv5Z1Df6x/detail.html,https://www.ncss.cn/student/jobs/index.html,广州,产品经理
ncss_jobs,detail,https://www.ncss.cn/student/jobs/RtY9jaUH3ZfGkFx6rD53qL/detail.html,https://www.ncss.cn/student/jobs/index.html,广州,会计
ncss_jobs,detail,https://www.ncss.cn/student/jobs/MVGHnfjD7qC75AB2FU48Zy/detail.html,https://www.ncss.cn/student/jobs/index.html,广州,数据分析
ncss_jobs,detail,https://www.ncss.cn/student/jobs/YHkiyXAd6NFae1YkPAtJ7S/detail.html,https://www.ncss.cn/student/jobs/index.html,广州,行政
ncss_jobs,detail,https://www.ncss.cn/student/jobs/WHY6LQPbtiQnXe4k9tzGmr/detail.html,https://www.ncss.cn/student/jobs/index.html,广州,运营
ncss_jobs,detail,https://www.ncss.cn/student/jobs/PFCLBzn5S8JwP4AbSn8DEh/detail.html,https://www.ncss.cn/student/jobs/index.html,成都,Python
ncss_jobs,detail,https://www.ncss.cn/student/jobs/XhojQkX2R9kDZSTb5bukh4/detail.html,https://www.ncss.cn/student/jobs/index.html,成都,产品经理
ncss_jobs,detail,https://www.ncss.cn/student/jobs/UEC54orddyRZiVj5ddq7hY/detail.html,https://www.ncss.cn/student/jobs/index.html,成都,会计
ncss_jobs,detail,https://www.ncss.cn/student/jobs/9bHmqNdNFYsF2Vd1HKYvAC/detail.html,https://www.ncss.cn/student/jobs/index.html,成都,数据分析
ncss_jobs,detail,https://www.ncss.cn/student/jobs/UCLP19gLB8UTQHZ9J86F3Y/detail.html,https://www.ncss.cn/student/jobs/index.html,成都,行政
ncss_jobs,detail,https://www.ncss.cn/student/jobs/P6xCqWiMcY3rUJ8ykMxZCA/detail.html,https://www.ncss.cn/student/jobs/index.html,成都,运营
ncss_jobs,detail,https://www.ncss.cn/student/jobs/Fm4frZwvxsfy2xJwnG9B5h/detail.html,https://www.ncss.cn/student/jobs/index.html,武汉,Python
ncss_jobs,detail,https://www.ncss.cn/student/jobs/94FS97FaLbVaRf7A5rvxMc/detail.html,https://www.ncss.cn/student/jobs/index.html,武汉,产品经理
ncss_jobs,detail,https://www.ncss.cn/student/jobs/3UuofWCVcK7VWArZhvNAyv/detail.html,https://www.ncss.cn/student/jobs/index.html,武汉,会计
ncss_jobs,detail,https://www.ncss.cn/student/jobs/PnQpZ3oUhBfB5zhNiALk69/detail.html,https://www.ncss.cn/student/jobs/index.html,武汉,数据分析
ncss_jobs,detail,https://www.ncss.cn/student/jobs/DxNxrhBbKjpHqx4wg3yAUw/detail.html,https://www.ncss.cn/student/jobs/index.html,武汉,行政
ncss_jobs,detail,https://www.ncss.cn/student/jobs/QANPjChXBi2yZEPxH696YR/detail.html,https://www.ncss.cn/student/jobs/index.html,武汉,运营
